"sub" "cond" "rt" "accuracy"
"195" 1 1 0.596736814249359 1
"196" 1 1 0.401736814249359 1
"197" 1 1 0.887736814249359 1
"198" 1 1 0.516736814249359 1
"199" 1 1 0.42973681424936 1
"200" 1 1 0.57373681424936 1
"201" 1 1 0.642736814249359 1
"202" 1 1 0.751736814249359 1
"203" 1 1 0.71073681424936 1
"204" 1 1 0.614736814249359 0
"205" 1 1 2.90173681424936 1
"206" 1 1 0.367736814249359 1
"207" 1 1 1.40173681424936 1
"208" 1 1 1.26473681424936 1
"209" 1 1 2.38073681424936 1
"210" 1 1 1.57673681424936 1
"211" 1 1 0.464736814249359 1
"212" 1 1 0.967736814249359 1
"213" 1 1 0.60373681424936 1
"214" 1 1 1.73073681424936 0
"215" 1 1 0.72073681424936 1
"216" 1 1 0.419736814249359 1
"217" 1 1 0.988736814249359 1
"218" 1 1 1.02773681424936 0
"219" 1 1 0.94273681424936 1
"220" 1 1 1.05573681424936 1
"221" 1 1 0.978736814249359 1
"222" 1 1 0.869736814249359 1
"223" 1 1 1.61973681424936 1
"224" 1 1 0.534736814249359 1
"225" 1 1 0.841736814249359 1
"226" 1 1 1.17073681424936 1
"227" 1 1 1.05273681424936 1
"228" 1 1 0.776736814249359 1
"229" 1 1 0.894736814249359 1
"230" 1 1 0.418736814249359 1
"231" 1 1 1.28273681424936 1
"232" 1 1 2.37473681424936 1
"233" 1 1 0.43573681424936 1
"234" 1 1 0.988736814249359 1
"235" 1 1 1.58673681424936 1
"236" 1 1 1.15373681424936 1
"237" 1 1 0.59373681424936 1
"238" 1 1 1.07573681424936 0
"239" 1 1 0.733736814249359 1
"240" 1 1 0.42973681424936 1
"241" 1 1 0.551736814249359 1
"242" 1 1 0.533736814249359 1
"243" 1 1 0.758736814249359 1
"244" 1 1 0.43173681424936 1
"245" 1 1 1.23473681424936 1
"246" 1 1 0.880736814249359 1
"247" 1 1 0.615736814249359 1
"248" 1 1 0.667736814249359 1
"249" 1 1 0.666736814249359 1
"250" 1 1 0.60373681424936 1
"251" 1 1 0.81173681424936 0
"252" 1 1 1.68873681424936 1
"253" 1 1 0.861736814249359 1
"254" 1 1 0.795736814249359 1
"255" 1 1 0.649736814249359 1
"256" 1 1 0.463736814249359 1
"257" 1 1 0.403736814249359 1
"258" 1 1 0.725736814249359 1
"259" 1 1 0.671736814249359 1
"260" 1 1 0.764736814249359 1
"261" 1 1 0.634736814249359 1
"262" 1 1 0.886736814249359 0
"263" 1 1 1.38373681424936 1
"264" 1 1 0.622736814249359 0
"265" 1 1 0.508736814249359 1
"266" 1 1 1.65073681424936 1
"267" 1 1 0.83373681424936 1
"268" 1 1 0.518736814249359 1
"269" 1 1 1.04273681424936 1
"270" 1 1 1.49273681424936 1
"271" 1 1 1.19573681424936 1
"272" 1 1 1.09073681424936 1
"273" 1 1 0.83473681424936 1
"274" 1 1 0.715736814249359 1
"275" 1 1 1.04673681424936 1
"276" 1 1 1.23773681424936 1
"277" 1 1 0.350736814249359 1
"278" 1 1 0.515736814249359 1
"279" 1 1 1.15473681424936 1
"280" 1 1 1.14573681424936 1
"281" 1 1 2.16773681424936 1
"282" 1 1 0.365736814249359 1
"283" 1 1 1.63173681424936 1
"284" 1 1 0.745736814249359 1
"285" 1 1 0.802736814249359 1
"286" 1 1 1.73273681424936 1
"287" 1 1 0.988736814249359 1
"288" 1 1 0.858736814249359 1
"289" 1 1 0.739736814249359 1
"290" 1 1 0.676736814249359 1
"291" 1 1 0.659736814249359 1
"292" 1 1 0.615736814249359 0
"293" 1 1 0.782736814249359 1
"294" 1 1 0.658736814249359 1
"295" 1 1 1.56373681424936 1
"296" 1 1 1.02173681424936 1
"297" 1 1 0.481736814249359 1
"298" 1 1 0.921736814249359 1
"299" 1 1 1.23873681424936 0
"300" 1 1 2.74273681424936 1
"301" 2 1 0.395075037138619 1
"302" 2 1 0.431075037138619 1
"303" 2 1 0.541075037138619 1
"304" 2 1 0.775075037138619 1
"305" 2 1 1.23207503713862 1
"306" 2 1 0.345075037138619 0
"307" 2 1 0.408075037138619 1
"308" 2 1 0.354075037138619 1
"309" 2 1 0.685075037138619 1
"310" 2 1 0.939075037138619 1
"311" 2 1 0.334075037138619 1
"312" 2 1 0.520075037138619 1
"313" 2 1 0.417075037138619 1
"314" 2 1 0.410075037138619 1
"315" 2 1 0.345075037138619 0
"316" 2 1 0.449075037138619 1
"317" 2 1 0.640075037138619 1
"318" 2 1 0.593075037138619 0
"319" 2 1 1.11107503713862 1
"320" 2 1 1.37307503713862 1
"321" 2 1 0.533075037138619 1
"322" 2 1 0.694075037138619 1
"323" 2 1 0.416075037138619 1
"324" 2 1 0.353075037138619 1
"325" 2 1 0.624075037138619 0
"326" 2 1 0.559075037138619 1
"327" 2 1 0.701075037138619 1
"328" 2 1 0.687075037138619 0
"329" 2 1 1.07907503713862 1
"330" 2 1 0.422075037138619 0
"331" 2 1 0.574075037138619 1
"332" 2 1 0.684075037138619 1
"333" 2 1 0.986075037138619 1
"334" 2 1 0.451075037138619 1
"335" 2 1 0.405075037138619 1
"336" 2 1 0.460075037138619 1
"337" 2 1 0.445075037138619 0
"338" 2 1 0.339075037138619 1
"339" 2 1 0.585075037138619 1
"340" 2 1 0.959075037138619 1
"341" 2 1 0.409075037138619 1
"342" 2 1 0.667075037138619 1
"343" 2 1 0.444075037138619 1
"344" 2 1 1.08007503713862 1
"345" 2 1 1.05307503713862 1
"346" 2 1 0.342075037138619 1
"347" 2 1 0.582075037138619 1
"348" 2 1 0.348075037138619 1
"349" 2 1 0.609075037138619 1
"350" 2 1 0.750075037138619 1
"351" 2 1 0.582075037138619 1
"352" 2 1 0.375075037138619 1
"353" 2 1 0.323075037138619 0
"354" 2 1 1.18107503713862 1
"355" 2 1 0.395075037138619 1
"356" 2 1 0.412075037138619 1
"357" 2 1 0.456075037138619 1
"358" 2 1 0.555075037138619 1
"359" 2 1 0.329075037138619 1
"360" 2 1 0.607075037138619 1
"361" 2 1 0.545075037138619 0
"362" 2 1 0.374075037138619 1
"363" 2 1 0.662075037138619 1
"364" 2 1 0.339075037138619 1
"365" 2 1 0.382075037138619 0
"366" 2 1 0.411075037138619 1
"367" 2 1 0.559075037138619 1
"368" 2 1 0.418075037138619 1
"369" 2 1 0.572075037138619 1
"370" 2 1 0.366075037138619 0
"371" 2 1 0.569075037138619 1
"372" 2 1 0.558075037138619 1
"373" 2 1 1.08307503713862 1
"374" 2 1 0.370075037138619 1
"375" 2 1 1.02507503713862 1
"376" 2 1 0.397075037138619 1
"377" 2 1 0.538075037138619 1
"378" 2 1 0.713075037138619 1
"379" 2 1 0.523075037138619 1
"380" 2 1 0.586075037138619 1
"381" 2 1 0.668075037138619 1
"382" 2 1 0.676075037138619 0
"383" 2 1 0.439075037138619 1
"384" 2 1 0.475075037138619 1
"385" 2 1 0.702075037138619 1
"386" 2 1 0.458075037138619 1
"387" 2 1 0.340075037138619 1
"388" 2 1 0.384075037138619 1
"389" 2 1 0.548075037138619 1
"390" 2 1 0.459075037138619 1
"391" 2 1 0.471075037138619 1
"392" 2 1 0.468075037138619 1
"393" 2 1 0.510075037138619 0
"394" 2 1 0.347075037138619 0
"395" 2 1 0.537075037138619 1
"396" 2 1 0.690075037138619 1
"397" 2 1 0.506075037138619 1
"398" 2 1 0.432075037138619 1
"399" 2 1 0.358075037138619 1
"400" 2 1 0.707075037138619 1
"401" 2 1 0.344075037138619 1
"402" 2 1 0.437075037138619 0
"403" 2 1 0.440075037138619 0
"404" 2 1 0.926075037138619 1
"405" 2 1 0.357075037138619 0
"406" 2 1 0.485075037138619 1
"407" 2 1 0.391075037138619 1
"408" 2 1 0.374075037138619 1
"409" 2 1 0.458075037138619 1
"410" 2 1 0.536075037138619 0
"411" 2 1 0.397075037138619 0
"412" 2 1 0.694075037138619 1
"413" 2 1 0.760075037138619 1
"414" 2 1 0.647075037138619 1
"415" 2 1 0.434075037138619 1
"416" 2 1 0.432075037138619 1
"417" 2 1 0.760075037138619 0
"418" 2 1 0.669075037138619 0
"419" 2 1 0.456075037138619 1
"420" 2 1 0.443075037138619 1
"421" 2 1 0.604075037138619 1
"422" 2 1 0.626075037138619 0
"423" 2 1 0.488075037138619 1
"424" 2 1 0.431075037138619 1
"425" 2 1 0.318075037138619 1
"426" 2 1 0.454075037138619 0
"427" 2 1 0.340075037138619 0
"428" 2 1 0.506075037138619 1
"429" 2 1 0.706075037138619 1
"430" 2 1 0.404075037138619 1
"431" 2 1 1.02807503713862 0
"432" 2 1 0.963075037138619 1
"433" 2 1 0.440075037138619 1
"434" 2 1 0.343075037138619 1
"435" 2 1 0.551075037138619 1
"436" 2 1 0.428075037138619 0
"437" 2 1 0.400075037138619 0
"438" 2 1 0.748075037138619 1
"439" 2 1 0.409075037138619 1
"440" 2 1 1.03307503713862 1
"441" 2 1 0.350075037138619 0
"442" 2 1 0.551075037138619 1
"443" 2 1 0.747075037138619 1
"444" 2 1 0.502075037138619 1
"445" 2 1 0.382075037138619 1
"446" 2 1 0.423075037138619 1
"447" 2 1 0.935075037138619 1
"448" 2 1 0.584075037138619 1
"449" 2 1 0.567075037138619 0
"450" 2 1 0.354075037138619 1
"451" 2 1 0.546075037138619 1
"452" 2 1 0.495075037138619 1
"453" 2 1 0.607075037138619 1
"454" 2 1 0.565075037138619 1
"455" 2 1 0.476075037138619 1
"456" 2 1 0.385075037138619 1
"457" 2 1 0.515075037138619 1
"458" 2 1 0.677075037138619 1
"459" 2 1 0.435075037138619 1
"460" 2 1 0.410075037138619 1
"461" 2 1 0.419075037138619 0
"462" 2 1 0.452075037138619 1
"463" 2 1 0.558075037138619 1
"464" 2 1 0.651075037138619 1
"465" 2 1 0.404075037138619 0
"466" 2 1 0.969075037138619 1
"467" 2 1 0.396075037138619 1
"468" 2 1 0.466075037138619 1
"469" 2 1 0.458075037138619 1
"470" 2 1 0.546075037138619 1
"471" 2 1 0.308075037138619 1
"472" 2 1 0.514075037138619 1
"473" 2 1 0.700075037138619 1
"474" 2 1 0.580075037138619 1
"475" 2 1 0.348075037138619 1
"476" 2 1 0.673075037138619 1
"477" 2 1 0.576075037138619 1
"478" 2 1 0.346075037138619 1
"479" 2 1 0.375075037138619 1
"480" 2 1 0.388075037138619 0
"481" 2 1 0.378075037138619 1
"482" 2 1 1.13207503713862 1
"483" 2 1 0.383075037138619 1
"484" 2 1 1.23607503713862 1
"485" 2 1 0.361075037138619 1
"486" 2 1 0.511075037138619 1
"487" 2 1 0.705075037138619 1
"488" 2 1 1.11707503713862 1
"489" 2 1 0.638075037138619 1
"490" 2 1 0.539075037138619 1
"491" 2 1 0.392075037138619 0
"492" 2 1 0.448075037138619 1
"493" 2 1 0.533075037138619 1
"494" 2 1 1.02307503713862 1
"495" 2 1 0.429075037138619 1
"496" 2 1 0.479075037138619 1
"497" 2 1 0.494075037138619 1
"498" 2 1 0.915075037138619 1
"499" 2 1 0.608075037138619 1
"500" 2 1 0.624075037138619 1
"501" 2 1 0.408075037138619 1
"502" 2 1 0.478075037138619 1
"503" 2 1 0.399075037138619 1
"504" 2 1 0.405075037138619 1
"505" 2 1 0.581075037138619 1
"506" 2 1 0.378075037138619 1
"507" 2 1 0.412075037138619 1
"508" 2 1 0.492075037138619 1
"509" 2 1 0.461075037138619 1
"510" 2 1 0.492075037138619 1
"511" 2 1 0.436075037138619 0
"512" 2 1 0.588075037138619 1
"513" 2 1 0.901075037138619 1
"514" 2 1 0.461075037138619 1
"515" 2 1 0.487075037138619 1
"516" 2 1 0.368075037138619 1
"517" 2 1 0.361075037138619 0
"518" 2 1 0.670075037138619 1
"519" 2 1 0.344075037138619 1
"520" 2 1 0.622075037138619 1
"521" 2 1 0.484075037138619 1
"522" 2 1 0.624075037138619 1
"523" 2 1 0.367075037138619 1
"524" 2 1 0.764075037138619 1
"525" 2 1 0.558075037138619 1
"526" 2 1 0.975075037138619 1
"527" 2 1 0.445075037138619 1
"528" 2 1 0.877075037138619 1
"529" 2 1 0.329075037138619 1
"530" 2 1 0.640075037138619 1
"531" 2 1 0.598075037138619 1
"532" 2 1 0.490075037138619 1
"533" 2 1 0.350075037138619 1
"534" 2 1 0.483075037138619 1
"535" 2 1 0.478075037138619 0
"536" 2 1 0.338075037138619 1
"537" 2 1 1.13307503713862 1
"538" 2 1 0.339075037138619 1
"539" 2 1 0.533075037138619 1
"540" 2 1 0.587075037138619 1
"541" 2 1 1.10007503713862 1
"542" 2 1 0.498075037138619 1
"543" 2 1 0.440075037138619 1
"544" 2 1 0.423075037138619 1
"545" 2 1 0.416075037138619 1
"546" 2 1 0.311075037138619 1
"547" 2 1 0.535075037138619 1
"548" 2 1 0.443075037138619 1
"549" 2 1 1.12507503713862 1
"550" 2 1 0.581075037138619 1
"551" 2 1 0.371075037138619 0
"552" 2 1 0.724075037138619 1
"553" 2 1 0.558075037138619 1
"554" 2 1 0.749075037138619 1
"555" 2 1 0.347075037138619 1
"556" 2 1 0.710075037138619 1
"557" 2 1 0.670075037138619 1
"558" 2 1 0.442075037138619 1
"559" 2 1 0.398075037138619 1
"560" 2 1 0.426075037138619 1
"561" 2 1 1.59707503713862 1
"562" 2 1 0.401075037138619 1
"563" 2 1 0.428075037138619 0
"564" 2 1 0.928075037138619 1
"565" 2 1 0.744075037138619 1
"566" 2 1 0.745075037138619 1
"567" 2 1 0.767075037138619 1
"568" 2 1 1.33907503713862 1
"569" 2 1 0.437075037138619 1
"570" 2 1 0.434075037138619 1
"571" 2 1 0.337075037138619 1
"572" 2 1 0.367075037138619 1
"573" 2 1 0.586075037138619 1
"574" 2 1 0.497075037138619 1
"575" 2 1 0.351075037138619 0
"576" 2 1 0.876075037138619 1
"577" 2 1 0.372075037138619 1
"578" 2 1 0.711075037138619 0
"579" 2 1 0.726075037138619 1
"580" 2 1 0.394075037138619 1
"581" 2 1 0.438075037138619 1
"582" 2 1 0.404075037138619 1
"583" 2 1 0.614075037138619 1
"584" 2 1 0.839075037138619 1
"585" 2 1 0.817075037138619 1
"586" 2 1 0.532075037138619 1
"587" 2 1 0.704075037138619 1
"588" 2 1 1.43907503713862 1
"589" 2 1 0.322075037138619 1
"590" 2 1 0.356075037138619 1
"591" 2 1 0.608075037138619 1
"592" 2 1 0.650075037138619 1
"593" 2 1 0.561075037138619 1
"594" 2 1 0.599075037138619 1
"595" 2 1 0.453075037138619 0
"596" 2 1 0.665075037138619 0
"597" 2 1 0.621075037138619 1
"598" 2 1 0.372075037138619 0
"599" 2 1 0.388075037138619 1
"600" 2 1 0.304075037138619 0
"601" 3 1 0.703528325698647 1
"602" 3 1 0.593528325698647 1
"603" 3 1 0.532528325698647 1
"604" 3 1 0.521528325698647 1
"605" 3 1 0.651528325698647 1
"606" 3 1 0.848528325698647 1
"607" 3 1 0.656528325698647 1
"608" 3 1 0.628528325698647 1
"609" 3 1 0.826528325698648 1
"610" 3 1 0.603528325698647 1
"611" 3 1 0.425528325698647 1
"612" 3 1 0.359528325698647 1
"613" 3 1 0.508528325698647 1
"614" 3 1 0.413528325698647 1
"615" 3 1 0.355528325698647 0
"616" 3 1 0.681528325698648 1
"617" 3 1 0.847528325698647 1
"618" 3 1 0.580528325698647 1
"619" 3 1 1.21152832569865 1
"620" 3 1 0.489528325698647 1
"621" 3 1 0.602528325698647 1
"622" 3 1 0.693528325698647 1
"623" 3 1 0.623528325698647 0
"624" 3 1 0.496528325698647 1
"625" 3 1 1.15852832569865 0
"626" 3 1 0.399528325698647 1
"627" 3 1 1.08952832569865 1
"628" 3 1 0.643528325698647 1
"629" 3 1 1.48852832569865 1
"630" 3 1 0.839528325698647 1
"631" 3 1 0.936528325698647 1
"632" 3 1 1.59052832569865 0
"633" 3 1 0.894528325698647 0
"634" 3 1 0.368528325698647 1
"635" 3 1 0.578528325698647 1
"636" 3 1 0.878528325698647 1
"637" 3 1 0.907528325698647 1
"638" 3 1 0.732528325698647 1
"639" 3 1 1.41952832569865 1
"640" 3 1 0.411528325698647 1
"641" 3 1 0.715528325698647 1
"642" 3 1 0.393528325698647 1
"643" 3 1 0.941528325698648 1
"644" 3 1 0.733528325698647 1
"645" 3 1 0.432528325698647 1
"646" 3 1 1.09552832569865 1
"647" 3 1 0.655528325698647 0
"648" 3 1 0.413528325698647 1
"649" 3 1 0.971528325698647 1
"650" 3 1 0.799528325698647 1
"651" 3 1 0.696528325698647 1
"652" 3 1 0.614528325698647 1
"653" 3 1 0.575528325698647 1
"654" 3 1 0.351528325698647 1
"655" 3 1 0.398528325698647 1
"656" 3 1 2.15652832569865 0
"657" 3 1 1.00852832569865 1
"658" 3 1 0.985528325698647 1
"659" 3 1 0.759528325698647 1
"660" 3 1 0.330528325698647 1
"661" 3 1 0.377528325698647 1
"662" 3 1 0.891528325698647 1
"663" 3 1 0.359528325698647 1
"664" 3 1 0.968528325698647 1
"665" 3 1 0.488528325698647 1
"666" 3 1 0.776528325698647 1
"667" 3 1 0.618528325698647 1
"668" 3 1 0.671528325698648 1
"669" 3 1 0.507528325698647 0
"670" 3 1 0.701528325698647 1
"671" 3 1 0.429528325698647 0
"672" 3 1 0.480528325698647 1
"673" 3 1 1.18252832569865 1
"674" 3 1 0.824528325698648 1
"675" 3 1 0.388528325698647 1
"676" 3 1 1.02452832569865 1
"677" 3 1 0.554528325698648 0
"678" 3 1 0.407528325698647 1
"679" 3 1 0.336528325698647 1
"680" 3 1 1.06352832569865 1
"681" 3 1 0.686528325698647 1
"682" 3 1 0.572528325698647 1
"683" 3 1 0.471528325698647 1
"684" 3 1 0.970528325698647 1
"685" 3 1 0.547528325698647 0
"686" 3 1 1.12552832569865 1
"687" 3 1 0.805528325698647 1
"688" 3 1 0.755528325698647 1
"689" 3 1 0.776528325698647 1
"690" 3 1 0.379528325698647 1
"691" 3 1 0.495528325698647 1
"692" 3 1 0.461528325698647 1
"693" 3 1 0.578528325698647 0
"694" 3 1 0.460528325698647 1
"695" 3 1 0.344528325698647 0
"696" 3 1 0.673528325698648 1
"697" 3 1 0.786528325698648 1
"698" 3 1 1.01752832569865 1
"699" 3 1 0.864528325698647 1
"700" 3 1 0.775528325698647 1
"701" 3 1 0.517528325698647 1
"702" 3 1 1.04952832569865 1
"703" 3 1 1.21252832569865 1
"704" 3 1 0.594528325698647 1
"705" 3 1 0.680528325698647 1
"706" 3 1 0.416528325698647 1
"707" 3 1 0.359528325698647 1
"708" 3 1 1.22352832569865 1
"709" 3 1 1.28452832569865 1
"710" 3 1 0.385528325698647 1
"711" 3 1 1.44252832569865 0
"712" 3 1 0.581528325698647 1
"713" 3 1 0.484528325698647 0
"714" 3 1 0.794528325698648 1
"715" 3 1 0.797528325698647 1
"716" 3 1 1.57652832569865 1
"717" 3 1 0.545528325698647 1
"718" 3 1 0.406528325698647 1
"719" 3 1 0.814528325698648 1
"720" 3 1 0.644528325698647 1
"721" 3 1 0.466528325698647 1
"722" 3 1 0.916528325698647 1
"723" 3 1 1.34352832569865 1
"724" 3 1 0.445528325698647 1
"725" 3 1 0.872528325698647 1
"726" 3 1 0.480528325698647 1
"727" 3 1 0.903528325698647 1
"728" 3 1 0.794528325698648 1
"729" 3 1 1.20252832569865 1
"730" 3 1 0.774528325698647 1
"731" 3 1 0.435528325698647 0
"732" 3 1 0.681528325698648 1
"733" 3 1 0.862528325698647 1
"734" 3 1 0.722528325698647 1
"735" 3 1 0.387528325698647 1
"736" 3 1 1.62952832569865 1
"737" 3 1 0.668528325698647 1
"738" 3 1 0.546528325698648 1
"739" 3 1 0.617528325698647 1
"740" 3 1 0.845528325698647 1
"741" 3 1 0.629528325698647 1
"742" 3 1 1.05452832569865 1
"743" 3 1 0.930528325698647 1
"744" 3 1 1.57352832569865 1
"745" 3 1 0.450528325698647 1
"746" 3 1 0.616528325698647 1
"747" 3 1 1.78452832569865 1
"748" 3 1 0.706528325698647 0
"749" 3 1 0.477528325698647 1
"750" 3 1 0.471528325698647 1
"751" 3 1 0.301528325698647 0
"752" 3 1 1.09252832569865 1
"753" 3 1 0.648528325698647 0
"754" 3 1 0.620528325698647 1
"755" 3 1 0.418528325698647 0
"756" 3 1 0.345528325698647 1
"757" 3 1 0.799528325698647 1
"758" 3 1 0.566528325698647 1
"759" 3 1 0.436528325698647 1
"760" 3 1 0.714528325698647 1
"761" 3 1 0.428528325698647 1
"762" 3 1 0.888528325698647 1
"763" 3 1 0.905528325698647 0
"764" 3 1 0.912528325698647 1
"765" 3 1 0.958528325698647 1
"766" 3 1 0.846528325698647 1
"767" 3 1 0.410528325698647 1
"768" 3 1 0.387528325698647 1
"769" 3 1 0.446528325698647 1
"770" 3 1 0.622528325698647 1
"771" 3 1 0.386528325698647 1
"772" 3 1 0.918528325698647 1
"773" 3 1 0.834528325698648 1
"774" 3 1 1.46652832569865 0
"775" 3 1 0.426528325698647 1
